시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,시도코드,시도명,시군구코드,시군구명,폐교명,폐교연도,학교급구분명,활용현황구분명,건물연면적,대지,담당자 부서명,담당자 전화번호,소재지도로명주소,소재지지번주소,데이터기준일자,제공기관코드,제공기관명
7801000,강원특별자치도교육청,7882000,홍천교육지원청,51,강원특별자치도,720,홍천군,율전초 광문분교장,1999,초등학교,대부,36,91248,행정과,033-430-1175,,강원특별자치도 홍천군 내면 방내리 169-2,2025-04-29,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7882000,홍천교육지원청,51,강원특별자치도,720,홍천군,원당초 생둔분교장,1993,초등학교,대부,242.25,63538,행정과,033-430-1175,,강원특별자치도 홍천군 내면 율전리 221-4,2025-04-29,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7882000,홍천교육지원청,51,강원특별자치도,720,홍천군,원당초 명개분교장,1994,초등학교,대부,0,7131,행정과,033-430-1175,,강원특별자치도 홍천군 내면 명개리 178,2025-04-29,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7882000,홍천교육지원청,51,강원특별자치도,720,홍천군,원당초 광원분교장,1994,초등학교,대부,1094.64,170120,행정과,033-430-1175,,강원특별자치도 홍천군 내면 광원리 782-22,2025-04-29,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7882000,홍천교육지원청,51,강원특별자치도,720,홍천군,오안초 삼마치분교장,1998,초등학교,대부,234,5159,행정과,033-430-1175,,강원특별자치도 홍천군 홍천읍 삼마치리 681-1,2025-04-29,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7882000,홍천교육지원청,51,강원특별자치도,720,홍천군,서석초 송촌분교장,1994,초등학교,대부,520.83,69986,행정과,033-430-1175,,강원특별자치도 홍천군 서석면 어론리 564-5,2025-04-29,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7882000,홍천교육지원청,51,강원특별자치도,720,홍천군,서석초 가구분교장,1995,초등학교,대부,142.8,7329,행정과,033-430-1175,,강원특별자치도 홍천군 서석면 수하리 1290-1,2025-04-29,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7882000,홍천교육지원청,51,강원특별자치도,720,홍천군,삼생초 서광분교장,1994,초등학교,대부,166.88,4077,행정과,033-430-1175,,강원특별자치도 홍천군 서석면 생곡리 167-2,2025-04-29,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7882000,홍천교육지원청,51,강원특별자치도,720,홍천군,반곡초 팔봉분교장,1999,초등학교,대부,560.32,11565,행정과,033-430-1175,,강원특별자치도 홍천군 서면 팔봉리 814-1,2025-04-29,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7882000,홍천교육지원청,51,강원특별자치도,720,홍천군,두촌초 장남분교장,1996,초등학교,미활용,0,13959,행정과,033-430-1175,,강원특별자치도 홍천군 두촌면 장남리 473-1,2025-04-29,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7882000,홍천교육지원청,51,강원특별자치도,720,홍천군,동창초 신촌분교장,1997,초등학교,대부,188,5112,행정과,033-430-1175,,강원특별자치도 홍천군 내촌면 물걸리 1206-1,2025-04-29,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7882000,홍천교육지원청,51,강원특별자치도,720,홍천군,노천초 화방분교장,1994,초등학교,대부,627.67,68086,행정과,033-430-1175,,강원특별자치도 홍천군 동면 노천리 623-1,2025-04-29,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7882000,홍천교육지원청,51,강원특별자치도,720,홍천군,내촌초 협성분교장,1999,초등학교,대부,678.41,26713,행정과,033-430-1175,,강원특별자치도 홍천군 두촌면 괘석리 420-1,2025-04-29,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7882000,홍천교육지원청,51,강원특별자치도,720,홍천군,내촌초 와야분교장,2009,초등학교,대부,708.05,9535,행정과,033-430-1175,,강원특별자치도 홍천군 내촌면 와야리 881-1,2025-04-29,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7882000,홍천교육지원청,51,강원특별자치도,720,홍천군,내촌초 연지분교장,1999,초등학교,대부,0,4102,행정과,033-430-1175,,강원특별자치도 홍천군 내촌면 화상대리 130-1,2025-04-29,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7882000,홍천교육지원청,51,강원특별자치도,720,홍천군,군평초,1999,초등학교,대부,874.43,14063,행정과,033-430-1175,,강원특별자치도 홍천군 화촌면 장평리 887-1,2025-04-29,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7882000,홍천교육지원청,51,강원특별자치도,720,홍천군,구송초 화성분교장,2007,초등학교,대부,580.8,6456,행정과,033-430-1175,,강원특별자치도 홍천군 화촌면 구성포리 950-2,2025-04-29,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7872000,삼척교육지원청,51,강원특별자치도,230,삼척시,도계초 소달분교장,2023,초등학교,미활용,2922.15,34668,행정과,033-570-5175,,강원특별자치도 삼척시 도계읍 고사리 136-1,2025-04-29,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7872000,삼척교육지원청,51,강원특별자치도,230,삼척시,근덕초 궁촌분교장,2023,초등학교,미활용,1575.14,6586,행정과,033-570-5175,,강원특별자치도 삼척시 근덕면 궁촌리 397,2025-04-29,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7872000,삼척교육지원청,51,강원특별자치도,230,삼척시,장호중,2022,중학교,미활용,1190,9967,행정과,033-570-5175,,강원특별자치도 삼척시 근덕면 장호리 201,2025-04-29,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7872000,삼척교육지원청,51,강원특별자치도,230,삼척시,하장초 갈전분교장,2011,초등학교,미활용,0,5394,행정과,033-570-5175,,강원특별자치도 삼척시 하장읍 갈전리 365,2025-04-29,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7872000,삼척교육지원청,51,강원특별자치도,230,삼척시,근덕초 동막분교장,2018,초등학교,미활용,1495.15,23783,행정과,033-570-5175,,강원특별자치도 삼척시 근덕면 동막리 381,2025-04-29,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7872000,삼척교육지원청,51,강원특별자치도,230,삼척시,근덕초 마읍분교장,2016,초등학교,미활용,501.1,21976,행정과,033-570-5175,,강원특별자치도 삼척시 노곡면 중마읍리 102,2025-04-29,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7872000,삼척교육지원청,51,강원특별자치도,230,삼척시,도계초 동덕분교장,2007,초등학교,미활용,2082.88,15427,행정과,033-570-5175,,강원특별자치도 삼척시 도계읍 상덕리 89-1,2025-04-29,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7872000,삼척교육지원청,51,강원특별자치도,230,삼척시,미로초 천기분교장,2002,초등학교,미활용,1014.44,7271,행정과,033-570-5175,,강원특별자치도 삼척시 미로면 상정리 187,2025-04-29,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7872000,삼척교육지원청,51,강원특별자치도,230,삼척시,미로초 동산분교장,1998,초등학교,미활용,296.64,10179,행정과,033-570-5175,,강원특별자치도 삼척시 미로면 동산리 49-1,2025-04-29,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7872000,삼척교육지원청,51,강원특별자치도,230,삼척시,도계여중,2023,중학교,자체활용,4198.6,4198.6,행정과,033-570-5175,,강원특별자치도 삼척시 도계읍  도계리 256,2025-04-29,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7872000,삼척교육지원청,51,강원특별자치도,230,삼척시,하장고,2022,고등학교,자체활용,4184,15597,행정과,033-570-5175,,강원특별자치도 삼척시 하장면  광동리 121,2025-04-29,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7872000,삼척교육지원청,51,강원특별자치도,230,삼척시,소달중,2018,중학교,대부,2445.2,29707,행정과,033-570-5175,,강원특별자치도 삼척시 도계읍  고사리 197-7,2025-04-29,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7872000,삼척교육지원청,51,강원특별자치도,230,삼척시,신동초 마차분교장,2003,초등학교,대부,0,1227,행정과,033-570-5175,,강원특별자치도 삼척시 신기면  마치리 505-2,2025-04-29,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7872000,삼척교육지원청,51,강원특별자치도,230,삼척시,하장초 토산분교장,2002,초등학교,대부,274,11043,행정과,033-570-5175,,강원특별자치도 삼척시 하장면  토산리 225,2025-04-29,7801000,강원특별자치도교육청
7801000,강원특별자치도교육청,7872000,삼척교육지원청,51,강원특별자치도,230,삼척시,근덕초 교곡분교장,1999,초등학교,대부,526.3,5875,행정과,033-570-5175,,강원특별자치도 삼척시 근덕면  교곡리 253,2025-04-29,7801000,강원특별자치도교육청
7530000,경기도교육청,7661000,여주교육지원청,41,경기도,670,여주시,대신초옥촌분교장,1999,초등학교,미활용,476,8879,행정과,031-880-2318,경기도 여주시 대신면 대신1로 298,경기도 여주시 대신면 옥촌리 830-1,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7661000,여주교육지원청,41,경기도,670,여주시,강천초강남분교장,1999,초등학교,미활용,929,12717,행정과,031-880-2318,경기도 여주시 강천면 강천로 324-20,경기도 여주시 강천면 굴암리 9-3,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7661000,여주교육지원청,41,경기도,670,여주시,점동초당현분교장,1996,초등학교,대부,784,9532,행정과,031-880-2318,경기도 여주시 점동면 성주로 946,경기도 여주시 점동면 당진리 262-1,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7631000,평택교육지원청,41,경기도,220,평택시,구.송탄고,2025,고등학교,자체활용,8965,18347,재무관리과,031-650-1274,경기도 평택시 정암로 142,경기도 평택시 이충동 137-5,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7631000,평택교육지원청,41,경기도,220,평택시,구.평택중,2024,초등학교,자체활용,9051,17949,재무관리과,031-650-1274,경기도 평택시 평택2로 101,경기도 평택시 비전동 469-8,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7631000,평택교육지원청,41,경기도,220,평택시,내기초 신영분교장,2024,초등학교,미활용,1018,12795,재무관리과,031-650-1274,경기도 평택시 포승읍 신영새싹길 86-29,경기도 평택시 포승읍 신영리 269-1,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7631000,평택교육지원청,41,경기도,220,평택시,서탄초금각분교장,2000,초등학교,대부,914,11343,재무관리과,031-650-1274,경기도 평택시 서탄면 용소금각로 438-14,경기도 평택시 서탄면 금각리 286-4,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7611000,안산교육지원청,41,경기도,273,안산시,구.경수초,2025,초등학교,자체활용,7447,9202,재무관리과,031-412-4652,경기도 안산시 상록구 삼일로 670,경기도 안산시 상록구 성포동 594-3,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7611000,안산교육지원청,41,경기도,273,안산시,대동초선감분교장,1990,초등학교,미활용,929,8855,재무관리과,031-412-4652,경기도 안산시 단원구 대부황금로 603,경기도 안산시 단원구 선감동 667-2,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7611000,안산교육지원청,41,경기도,273,안산시,구.화정초,1994,초등학교,대부,665,5818,재무관리과,031-412-4652,경기도 안산시 단원구 꽃우물길 97,경기도 안산시 단원구 화정동 519,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7581000,부천교육지원청,41,경기도,190,부천시,구.복사초,2024,초등학교,자체활용,4877,11328,재무관리과,032-620-0297,경기도 부천시 소사구 소사로 96,경기도 부천시 소사구 소사본동 405,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7581000,부천교육지원청,41,경기도,190,부천시,부천덕산초대장분교장,2021,초등학교,대부,1357,9576,재무관리과,032-620-0297,경기도 부천시 대장로 92,경기도 부천시 대장동 196-1,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7551000,성남교육지원청,41,경기도,131,성남시,구.청솔중,2025,중학교,미활용,11055,15396,재무관리과,031-780-2618,경기도 성남시 분당구 금곡로 283,경기도 성남시 분당구 금곡동 124,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7551000,성남교육지원청,41,경기도,131,성남시,구.영성여중,2017,중학교,자체활용,7411,14195,재무관리과,031-780-2618,경기도 성남시 수정구 수정로 386,경기도 성남시 수정구 산성동 5,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7541000,수원교육지원청,41,경기도,110,수원시,구.영동중,2025,중학교,미활용,2727,23382,재무관리과,031-250-1483,경기도 수원시 영통구 영통로 225,경기도 수원시 영통구 신동 330-1,2025-12-01,7530000,경기도교육청
9010000,경상남도교육청,9181000,하동교육지원청,48,경상남도,850,하동군,구)양보초등학교,1999,초등학교,자체활용,9934,11608,교육재정담당,055-880-1974,경상남도 하동군 양보면 진양로 1097,경상남도 하동군 양보면 장암리 583,2025-12-01,9010000,경상남도교육청
9010000,경상남도교육청,9161000,고성교육지원청,48,경상남도,820,고성군,삼락초등학교,1999,초등학교,자체활용,1325,15984,교육재정담당,055-670-8183,경상남도 고성군 마암면 남해안대로 3325,경상남도 고성군 마암면 삼락리 180,2025-12-01,9010000,경상남도교육청
9010000,경상남도교육청,9022000,창원교육지원청,48,경상남도,125,마산합포구,진전초등학교여항분교장,1999,초등학교,자체활용,2080,32181,재산관리담당,055-210-0562,경상남도 창원시 마산합포구 진전면 의산삼일로 234-23,경상남도 창원시 마산합포구 진전면 고사리 542,2025-12-01,9010000,경상남도교육청
9010000,경상남도교육청,9101000,밀양교육지원청,48,경상남도,270,밀양시,초동중학교,2015,중학교,자체활용,2233,14462,교육재정담당,055-350-1583,경상남도 밀양시 초동면 성만1길 8,경상남도 밀양시 초동면 성만리 624-2,2025-12-01,9010000,경상남도교육청
9010000,경상남도교육청,9201000,함양교육지원청,48,경상남도,870,함양군,안의초등학교대지분교장,1997,초등학교,자체활용,4804,10903,교육재정담당,055-960-2776,경상남도 함양군 안의면 용추계곡로 119,경상남도 함양군 안의면 신안리 975,2025-12-01,9010000,경상남도교육청
9010000,경상남도교육청,9201000,함양교육지원청,48,경상남도,870,함양군,석복초등학교,1999,초등학교,자체활용,2090,11496,교육재정담당,055-960-2776,경상남도 함양군 함양읍 함양로 911,경상남도 함양군 함양읍 삼산리 29-3,2025-12-01,9010000,경상남도교육청
9010000,경상남도교육청,9101000,밀양교육지원청,48,경상남도,270,밀양시,수산초등학교하남대사분교장,2013,초등학교,자체활용,1733,17891,교육재정담당,055-350-1583,경상남도 밀양시 하남읍 대사길 77,경상남도 밀양시 하남읍 대사리 242-2,2025-12-01,9010000,경상남도교육청
9010000,경상남도교육청,9101000,밀양교육지원청,48,경상남도,270,밀양시,인산초등학교,1993,초등학교,자체활용,0,8550,교육재정담당,055-350-1583,경상남도 밀양시 청도면 창밀로 2232,경상남도 밀양시 청도면 인산리 667-1,2025-12-01,9010000,경상남도교육청
9010000,경상남도교육청,9101000,밀양교육지원청,48,경상남도,270,밀양시,밀양중학교청도분교장,2014,중학교,자체활용,0,17146,교육재정담당,055-350-1583,경상남도 밀양시 청도면 창밀로 2232,경상남도 밀양시 청도면 인산리 667-1,2025-12-01,9010000,경상남도교육청
9010000,경상남도교육청,9101000,밀양교육지원청,48,경상남도,270,밀양시,상남중학교,2015,중학교,자체활용,0,11806,교육재정담당,055-350-1583,경상남도 밀양시 상남면 평촌중앙로 61-6,경상남도 밀양시 상남면 평촌리 735,2025-12-01,9010000,경상남도교육청
7530000,경기도교육청,7731000,양평교육지원청,41,경기도,830,양평군,계정초,2007,초등학교,미활용,1171,8598,행정과,031-770-5683,경기도 양평군 양동면 구창말길 2,경기도 양평군 양동면 계정리 1000,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7731000,양평교육지원청,41,경기도,830,양평군,지평초일신분교장,2011,초등학교,대부,1180,7327,행정과,031-770-5683,경기도 양평군 지평면 구둔영화체험길 17,경기도 양평군 지평면 일신리 674,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7731000,양평교육지원청,41,경기도,830,양평군,양동초매월분교장,2007,초등학교,대부,923,8894,행정과,031-770-5683,경기도 양평군 양동면 월은길 31,경기도 양평군 양동면 매월리 803-1,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7731000,양평교육지원청,41,경기도,830,양평군,양평부안초,2004,초등학교,대부,1110,9709,행정과,031-770-5683,경기도 양평군 단월면 단월로 302-17,경기도 양평군 단월면 부안리 236-1,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7731000,양평교육지원청,41,경기도,830,양평군,양평단월초산음분교장,2001,초등학교,대부,723,7175,행정과,031-770-5683,경기도 양평군 단월면 봉미산샘골길 1,경기도 양평군 단월면 산음리 231-1,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7731000,양평교육지원청,41,경기도,830,양평군,석장초,1996,초등학교,대부,1009,7452,행정과,031-770-5683,경기도 양평군 개군면 석장길 60-6,경기도 양평군 개군면 석장리 177,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7731000,양평교육지원청,41,경기도,830,양평군,부안초명성분교장,1995,초등학교,대부,390,5040,행정과,031-770-5683,경기도 양평군 단월면 분지울2길 6-4,경기도 양평군 단월면 명성리 144-2,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7731000,양평교육지원청,41,경기도,830,양평군,청운초신론분교장,1994,초등학교,대부,1412,4999,행정과,031-770-5683,경기도 양평군 청운면 신론로 346,경기도 양평군 청운면 신론리 291-3,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7731000,양평교육지원청,41,경기도,830,양평군,강남초,1994,초등학교,대부,756,11613,행정과,031-770-5683,경기도 양평군 강하면 동오3길 21,경기도 양평군 강하면 동오리 178-1,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7731000,양평교육지원청,41,경기도,830,양평군,금왕초,1994,초등학교,대부,1088,10319,행정과,031-770-5683,경기도 양평군 양동면 양동로 1112,경기도 양평군 양동면 금왕리 732,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7692000,광주하남교육지원청,41,경기도,610,광주시,탄벌초목현분교장,1995,초등학교,자체활용,0,6625,재무관리과,031-760-4057,,경기도 광주시 목현동 418-1,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7692000,광주하남교육지원청,41,경기도,610,광주시,도수초삼성분교장,1995,초등학교,자체활용,291,3094,재무관리과,031-760-4057,경기도 광주시 남종면 태허정로437-45,경기도 광주시 남종면 삼성리 347,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7692000,광주하남교육지원청,41,경기도,610,광주시,분원초검천분교장,1995,초등학교,대부,775,7307,재무관리과,031-760-4057,경기도 광주시 남종면 산수로2600,경기도 광주시 남종면 검천리 114-1,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7692000,광주하남교육지원청,41,경기도,610,광주시,만선초봉현분교장,1995,초등학교,대부,0,5999,재무관리과,031-760-4057,,경기도 광주시 곤지암읍 봉현리 118-1,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7679000,화성오산교육지원청,41,경기도,590,화성시,장명초장일분교장,2025,초등학교,미활용,1013,9893,재무관리과,031-371-0752,경기도 화성시 장안면 온수골2길 18,경기도 화성시 장안면 장안리 1075-87,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7679000,화성오산교육지원청,41,경기도,590,화성시,서신초제부분교장,2020,초등학교,미활용,2765,13588,재무관리과,031-371-0752,경기도 화성시 서신면 제부말길 74,경기도 화성시 서신면 제부리 23-1,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7679000,화성오산교육지원청,41,경기도,590,화성시,구.상신초,2017,초등학교,대부,3087,14229,재무관리과,031-371-0752,경기도 화성시 향남읍 상신초교길 52,경기도 화성시 향남읍 상신리 874,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7679000,화성오산교육지원청,41,경기도,590,화성시,창문초,2000,초등학교,대부,1432,13721,재무관리과,031-371-0752,경기도 화성시 남양읍 남양로1405번길 9,경기도 화성시 남양읍 수화리 236,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7679000,화성오산교육지원청,41,경기도,590,화성시,마산초어도분교장,1994,초등학교,대부,0,3534,재무관리과,031-371-0752,경기도 화성시 송산면 어섬길259번길 64,경기도 화성시 송산면 고포리 826-1,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7679000,화성오산교육지원청,41,경기도,590,화성시,정문초,1994,초등학교,대부,1193,11232,재무관리과,031-371-0752,경기도 화성시 정남면 계향북길 104,경기도 화성시 정남면 계향리 411,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7679000,화성오산교육지원청,41,경기도,590,화성시,비봉초유포분교장,1992,초등학교,대부,267,4469,재무관리과,031-371-0752,경기도 화성시 비봉면 남이로당곡말길 34-11,경기도 화성시 비봉면 유포리 307,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7661000,여주교육지원청,41,경기도,670,여주시,북내초운암분교장,2025,초등학교,미활용,858,13529,행정과,031-880-2318,경기도 여주시 북내면 당전로 284,경기도 여주시 북내면 중암리 634-1,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7661000,여주교육지원청,41,경기도,670,여주시,점동초안평분교장,2009,초등학교,미활용,712,7290,행정과,031-880-2318,경기도 여주시 점동면 안평로 296,경기도 여주시 점동면 장안리 478,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7661000,여주교육지원청,41,경기도,670,여주시,북내초주암분교장,2017,초등학교,미활용,1124,12338,행정과,031-880-2318,경기도 여주시 북내면 주암길 14,경기도 여주시 북내면 주암리 173,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7661000,여주교육지원청,41,경기도,670,여주시,점동초뇌곡분교장,2012,초등학교,대부,1110,10115,행정과,031-880-2318,경기도 여주시 점동면 성주로 584,경기도 여주시 점동면 뇌곡리 172-1,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7661000,여주교육지원청,41,경기도,670,여주시,강천초걸은분교장,2002,초등학교,미활용,846,12256,행정과,031-880-2318,경기도 여주시 강천면 마감로 117-14,경기도 여주시 강천면 걸은리 625-1,2025-12-01,7530000,경기도교육청
8750000,경상북도교육청,8791000,안동교육지원청,47,경상북도,170,안동시,풍서초등학교,2016,초등학교,대부,1664,14892,행정지원과,054-851-9133,경상북도 안동시 풍천면 가일선원길 73,경상북도 안동시 풍천면 가곡리 595,2025-06-21,8791000,경상북도교육청 경상북도안동교육지원청
8750000,경상북도교육청,8791000,안동교육지원청,47,경상북도,170,안동시,와룡초등학교나소분교장,1995,초등학교,대부,787,12833,행정지원과,054-851-9133,경상북도 안동시 와룡면 농암로 637-21,경상북도 안동시 와룡면 라소리 산176-4,2025-06-21,8791000,경상북도교육청 경상북도안동교육지원청
8750000,경상북도교육청,8791000,안동교육지원청,47,경상북도,170,안동시,화남초등학교,1995,초등학교,대부,778,9137,행정지원과,054-851-9133,경상북도 안동시 풍천면 풍일로 1369,경상북도 안동시 풍천면 어담리 239,2025-06-21,8791000,경상북도교육청 경상북도안동교육지원청
8750000,경상북도교육청,8791000,안동교육지원청,47,경상북도,170,안동시,녹남초등학교,1994,초등학교,대부,636,8652,행정지원과,054-851-9133,경상북도 안동시 녹전면 사신길 293-10,경상북도 안동시 녹전면 사신리 455-5,2025-06-21,8791000,경상북도교육청 경상북도안동교육지원청
8750000,경상북도교육청,8791000,안동교육지원청,47,경상북도,170,안동시,임동초등학교고천분교장,1994,초등학교,대부,0,260154,행정지원과,054-851-9133,경상북도 안동시 임동면 고천지촌로 252,경상북도 안동시 임동면 고천리 102-1,2025-06-21,8791000,경상북도교육청 경상북도안동교육지원청
7530000,경기도교육청,7761000,안성교육지원청,41,경기도,550,안성시,공제초,1996,초등학교,미활용,1111,18591,행정과,031-678-5271,경기도 안성시 공도읍 웅교3길 27,경기도 안성시 공도읍 불당리 63-2,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7761000,안성교육지원청,41,경기도,550,안성시,장암초금산분교장,1995,초등학교,대부,696,9371,행정과,031-678-5271,경기도 안성시 일죽면 일생로 275,경기도 안성시 일죽면 금산리 232-1,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7761000,안성교육지원청,41,경기도,550,안성시,양성초방축분교장,1994,초등학교,대부,721,5636,행정과,031-678-5271,경기도 안성시 양성면 한내로 499,경기도 안성시 양성면 방축리 187-1,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7761000,안성교육지원청,41,경기도,550,안성시,고삼초고동분교장,1994,초등학교,대부,0,10635,행정과,031-678-5271,경기도 안성시 고삼면 사동길 32,경기도 안성시 고삼면 쌍지리 769-2,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7751000,용인교육지원청,41,경기도,463,용인시,기흥중,2019,중학교,자체활용,6495,12972,경기학생스포츠센터,031-693-6296,경기도 용인시 기흥구 신갈로138번길 23,경기도 용인시 기흥구 신갈동 2-3,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7751000,용인교육지원청,41,경기도,463,용인시,남곡초 남곡분교장,2024,초등학교,자체활용,2068,17634,재무관리과,031-8020-9357,경기도 용인시 처인구 남사읍 남산로 7,경기도 용인시 처인구 남사읍 아곡리 506,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7751000,용인교육지원청,41,경기도,463,용인시,어정초동진원분교장,1999,초등학교,대부,0,2387,재무관리과,031-8020-9357,경기도 용인시 기흥구 언동로 125번길 9-4,경기도 용인시 기흥구 중동 669,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7751000,용인교육지원청,41,경기도,463,용인시,남사초서촌분교장,1991,초등학교,대부,0,10169,재무관리과,031-8020-9357,경기도 용인시 처인구 남사읍 통삼로 282-19,경기도 용인시 처인구 남사읍 통삼리 238-2,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7741000,이천교육지원청,41,경기도,500,이천시,진가초모가분교장,2010,초등학교,미활용,13,19565,행정과,031-639-5673,경기도 이천시 모가면 사실로 1035,경기도 이천시 모가면 신갈리 165-2,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7741000,이천교육지원청,41,경기도,500,이천시,부발초백록분교장,2017,초등학교,자체활용,1756,14527,행정과,031-639-5673,경기도 이천시 부발읍 두무재로79번길 21-22,경기도 이천시 부발읍 고백리 42-3,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7741000,이천교육지원청,41,경기도,500,이천시,율면초월포분교장,1994,초등학교,대부,403,9953,행정과,031-639-5673,경기도 이천시 율면 임오산로362번길 74-1,경기도 이천시 율면 월포리 610-1,2025-12-01,7530000,경기도교육청
7530000,경기도교육청,7731000,양평교육지원청,41,경기도,830,양평군,청운초갈운분교장,2000,초등학교,미활용,799,8206,행정과,031-770-5683,경기도 양평군 청운면 경강로 4867,경기도 양평군 청운면 갈운리 472,2025-12-01,7530000,경기도교육청
8750000,경상북도교육청,8791000,안동교육지원청,47,경상북도,170,안동시,일직초등학교평촌분교장,2000,초등학교,대부,49,8713,행정지원과,054-851-9133,경상북도 안동시 일직면 평팔명진길 201,경상북도 안동시 일직면 명진리 313,2025-06-21,8791000,경상북도교육청 경상북도안동교육지원청
8750000,경상북도교육청,8791000,안동교육지원청,47,경상북도,170,안동시,풍동초등학교,1999,초등학교,미활용,853,7212,행정지원과,054-851-9133,경상북도 안동시 풍산읍 풍산태사로 1708-3,경상북도 안동시 풍산읍 회곡리 695,2025-06-21,8791000,경상북도교육청 경상북도안동교육지원청
8750000,경상북도교육청,8791000,안동교육지원청,47,경상북도,170,안동시,서후초등학교대흥분교장,2022,초등학교,미활용,709.93,8565,행정지원과,054-851-9133,경상북도 안동시 서후면 대두서6길 12,경상북도 안동시 서후면 대두서리 61,2025-06-21,8791000,경상북도교육청 경상북도안동교육지원청
